Реестр образовательных программ и соответствующая им структура учебных групп факультета "АК" МГТУ им. Н.Э. Баумана
Кафедра "АК-1"
Группа | ОКСО | Специализация | Квалификация 
СМ6-102 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 03 - Ракетное оружие и средства ближнего боя | 65 - Инженер
СМ6-103 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 11 - Автоматизированное проектирование ракетного и ствольного оружия | 65 - Инженер
СМ6-111 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 02 - Стрелково-пушечное вооружение | 65 - Инженер
СМ6-112 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 03 - Ракетное оружие и средства ближнего боя | 65 - Инженер
СМ6-113 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 11 - Автоматизированное проектирование ракетного и ствольного оружия | 65 - Инженер
СМ6-121 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 02 - Стрелково-пушечное вооружение | 65 - Инженер
СМ6-122 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 03 - Ракетное оружие и средства ближнего боя | 65 - Инженер
СМ6-123 | 170102 - Стрелково-пушечное, артиллерийское и ракетное оружие | 11 - Автоматизированное проектирование ракетного и ствольного оружия | 65 - Инженер
Кафедра "СМ-7"
Группа | ОКСО | Специализация | Квалификация 
СМ7-11 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-12 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-21 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-22 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-31 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-32 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-41 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-42 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-51 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-52 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-61 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-62 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-71 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-72 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-81 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-82 | 220401 - Мехатроника | 00 -  | 65 - Инженер
СМ7-91 | 220402 - Роботы и робототехнические системы | 02 - Исполнительные устройства и приводы роботов | 65 - Инженер
СМ7-92 | 220401 - Мехатроника | 02 - Мехатронные исполнительные приводы | 65 - Инженер
СМ7-93 | 220402 - Роботы и робототехнические системы | 08 - Роботы для экстремальных сред | 65 - Инженер
СМ7-94 | 220401 - Мехатроника | 08 - Мехатронные системы в ракетно-артиллерийских комплексах | 65 - Инженер
СМ7-101 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-102 | 220401 - Мехатроника | 02 - Мехатронные исполнительные приводы | 65 - Инженер
СМ7-103 | 220401 - Мехатроника | 08 - Мехатронные системы в ракетно-артиллерийских комплексах | 65 - Инженер
СМ7-104 | 220401 - Мехатроника | 08 - Мехатронные системы в ракетно-артиллерийских комплексах | 65 - Инженер
СМ7-111 | 220402 - Роботы и робототехнические системы | 02 - Исполнительные устройства и приводы роботов | 65 - Инженер
СМ7-112 | 220401 - Мехатроника | 02 - Мехатронные исполнительные приводы | 65 - Инженер
СМ7-113 | 220402 - Роботы и робототехнические системы | 08 - Роботы для экстремальных сред | 65 - Инженер
СМ7-114 | 220401 - Мехатроника | 08 - Мехатронные системы в ракетно-артиллерийских комплексах | 65 - Инженер
СМ7-121 | 220402 - Роботы и робототехнические системы | 00 -  | 65 - Инженер
СМ7-122 | 220401 - Мехатроника | 02 - Мехатронные исполнительные приводы | 65 - Инженер
СМ7-123 | 220402 - Роботы и робототехнические системы | 08 - Роботы для экстремальных сред | 65 - Инженер
СМ7-124 | 220401 - Мехатроника | 08 - Мехатронные системы в ракетно-артиллерийских комплексах | 65 - Инженер
Кафедра "СМ-8"
Группа | ОКСО | Специализация | Квалификация 
СМ8-11 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-12 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-21 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-22 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-31 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-32 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-41 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-42 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-51 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-52 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-61 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-62 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-71 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-72 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-81 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-82 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 00 -  | 65 - Инженер
СМ8-91 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 01 - Пусковое и установочное оборудование ракетных комплексов | 65 - Инженер
СМ8-92 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 02 - Системы заправки и термостатирования ракетных комплексов | 65 - Инженер
СМ8-93 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 05 - Техническая эксплуатация ракетных комплексов | 65 - Инженер
СМ8-101 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 01 - Пусковое и установочное оборудование ракетных комплексов | 65 - Инженер
СМ8-102 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 02 - Системы заправки и термостатирования ракетных комплексов | 65 - Инженер
СМ8-103 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 05 - Техническая эксплуатация ракетных комплексов | 65 - Инженер
СМ8-111 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 01 - Пусковое и установочное оборудование ракетных комплексов | 65 - Инженер
СМ8-112 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 02 - Системы заправки и термостатирования ракетных комплексов | 65 - Инженер
СМ8-113 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 05 - Техническая эксплуатация ракетных комплексов | 65 - Инженер
СМ8-121 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 01 - Пусковое и установочное оборудование ракетных комплексов | 65 - Инженер
СМ8-122 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 02 - Системы заправки и термостатирования ракетных комплексов | 65 - Инженер
СМ8-123 | 160803 - Стартовые и технические комплексы ракет и космических аппаратов | 05 - Техническая эксплуатация ракетных комплексов | 65 - Инженер
Кафедра "СМ-9"
Группа | ОКСО | Специализация | Квалификация 
СМ9-11 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-12 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-21 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-22 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-31 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-32 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-41 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-42 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-51 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-52 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-61 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-62 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-71 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-72 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-81 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-82 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ9-91 | 190202 - Многоцелевые гусеничные и колесные машины | 01 -  | 65 - Инженер
СМ9-92 | 190202 - Многоцелевые гусеничные и колесные машины | 02 -  | 65 - Инженер
СМ9-93 | 190202 - Многоцелевые гусеничные и колесные машины | 03 -  | 65 - Инженер
СМ9-101 | 190202 - Многоцелевые гусеничные и колесные машины | 01 -  | 65 - Инженер
СМ9-102 | 190202 - Многоцелевые гусеничные и колесные машины | 02 -  | 65 - Инженер
СМ9-103 | 190202 - Многоцелевые гусеничные и колесные машины | 03 -  | 65 - Инженер
СМ9-111 | 190202 - Многоцелевые гусеничные и колесные машины | 01 -  | 65 - Инженер
СМ9-112 | 190202 - Многоцелевые гусеничные и колесные машины | 02 -  | 65 - Инженер
СМ9-113 | 190202 - Многоцелевые гусеничные и колесные машины | 03 -  | 65 - Инженер
СМ9-121 | 190202 - Многоцелевые гусеничные и колесные машины | 01 -  | 65 - Инженер
СМ9-122 | 190202 - Многоцелевые гусеничные и колесные машины | 02 -  | 65 - Инженер
СМ9-123 | 190202 - Многоцелевые гусеничные и колесные машины | 03 -  | 65 - Инженер
Кафедра "СМ-10"
Группа | ОКСО | Специализация | Квалификация 
СМ10-11 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-12 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-21 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-22 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-31 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-32 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-41 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-42 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-51 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-52 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-61 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-62 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-71 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-72 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-81 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-82 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-91 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-92 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-101 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-102 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-111 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-112 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
СМ10-121 | 190201 - Автомобиле- и тракторостроение | 00 -  | 65 - Инженер
СМ10-122 | 190202 - Многоцелевые гусеничные и колесные машины | 00 -  | 65 - Инженер
Кафедра "СМ-11"
Группа | ОКСО | Специализация | Квалификация 
СМ11-11 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-21 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-31 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-41 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-51 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-61 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-71 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-81 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-91 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-101 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-111 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
СМ11-121 | 220402 - Роботы и робототехнические системы | 06 - Подводные роботы и робототехнические системы | 65 - Инженер
Кафедра "СМ-12"
Группа | ОКСО | Специализация | Квалификация 
СМ12-11 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-21 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-31 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-41 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-51 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-61 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-71 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-81 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-91 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-101 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-111 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
СМ12-121 | 160801 - Ракетостроение | 00 -  | 65 - Инженер
Кафедра "СМ-13"
Группа | ОКСО | Специализация | Квалификация 
СМ13-11 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-21 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-31 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-41 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-51 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-61 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-71 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-81 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-91 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-92 | 160100 - Авиа- и ракетостроение | 02 -  | 68 - Магистр техники и технологии
СМ13-101 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-102 | 160100 - Авиа- и ракетостроение | 02 -  | 68 - Магистр техники и технологии
СМ13-111 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-112 | 160100 - Авиа- и ракетостроение | 02 -  | 68 - Магистр техники и технологии
СМ13-121 | 150502 - Конструирование и производство изделий из композиционных материалов | 00 -  | 65 - Инженер
СМ13-122 | 160100 - Авиа- и ракетостроение | 02 -  | 68 - Магистр техники и технологии
Декан факультета "СМ" Зеленцов В.В. _________________________
Реестр образовательных программ и соответствующая им структура учебных групп факультета "ФВО" МГТУ им. Н.Э. Баумана
Кафедра "ВП"
Группа | ОКСО | Специализация | Квалификация 
Кафедра "ЗЧСиГО"
Группа | ОКСО | Специализация | Квалификация 
Декан факультета "ФВО" Остриков С.П. _________________________
Реестр образовательных программ и соответствующая им структура учебных групп факультета "ФН" МГТУ им. Н.Э. Баумана
Кафедра "ФН-1"
Группа | ОКСО | Специализация | Квалификация 
ФН1-91 | 230401 - Прикладная математика | 04 -  | 65 - Инженер-математик
ФН1-101 | 230401 - Прикладная математика | 04 -  | 65 - Инженер-математик
ФН1-111 | 230401 - Прикладная математика | 04 -  | 65 - Инженер-математик
ФН1-121 | 230401 - Прикладная математика | 04 -  | 65 - Инженер-математик
Кафедра "ФН-2"
Группа | ОКСО | Специализация | Квалификация 
ФН2-11 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-12 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-21 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-22 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-31 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-32 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-41 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-42 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-51 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-52 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-61 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-62 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-71 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-72 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-81 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-82 | 230401 - Прикладная математика | 00 -  | 65 - Инженер-математик
ФН2-91 | 230401 - Прикладная математика | 01 -  | 65 - Инженер-математик
ФН2-92 | 230401 - Прикладная математика | 02 -  | 65 - Инженер-математик
ФН2-101 | 230401 - Прикладная математика | 01 -  | 65 - Инженер-математик
ФН2-102 | 230401 - Прикладная математика | 02 -  | 65 - Инженер-математик
ФН2-111 | 230401 - Прикладная математика | 01 -  | 65 - Инженер-математик
ФН2-112 | 230401 - Прикладная математика | 02 -  | 65 - Инженер-математик
ФН2-121 | 230401 - Прикладная математика | 01 -  | 65 - Инженер-математик
ФН2-122 | 230401 - Прикладная математика | 02 -  | 65 - Инженер-математик
Кафедра "ФН-3"
Группа | ОКСО | Специализация | Квалификация 
Кафедра "ФН-4"
Группа | ОКСО | Специализация | Квалификация 
ФН4-11 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-21 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-31 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-41 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-51 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-61 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-71 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-81 | 140400 - Техническая физика | 00 -  | 62 - Бакалавр техники и технологии
ФН4-91 | 140400 - Техническая физика | 00 -  | 68 - Магистр техники и технологии
ФН4-101 | 140400 - Техническая физика | 00 -  | 68 - Магистр техники и технологии
ФН4-111 | 140400 - Техническая физика | 00 -  | 68 - Магистр техники и технологии
ФН4-121 | 140400 - Техническая физика | 00 -  | 68 - Магистр техники и технологии
Кафедра "ФН-5"
Группа | ОКСО | Специализация | Квалификация 
Кафедра "ФН-7"
Группа | ОКСО | Специализация | Квалификация 
Кафедра "ФН-11"
Группа | ОКСО | Специализация | Квалификация 
Кафедра "ФН-12"
Группа | ОКСО | Специализация | Квалификация 
ФН12-91 | 230401 - Прикладная математика | 03 -  | 65 - Инженер-математик
ФН12-101 | 230401 - Прикладная математика | 03 -  | 65 - Инженер-математик
ФН12-111 | 230401 - Прикладная математика | 03 -  | 65 - Инженер-математик
ФН12-121 | 230401 - Прикладная математика | 03 -  | 65 - Инженер-математик
Декан факультета "ФН" Назаренко Б.П. _________________________
Реестр образовательных программ и соответствующая им структура учебных групп факультета "ФО" МГТУ им. Н.Э. Баумана
Кафедра "ФВ"
Группа | ОКСО | Специализация | Квалификация 
Кафедра "БМТ-3"
Группа | ОКСО | Специализация | Квалификация 
Декан факультета "ФО"  _________________________
Реестр образовательных программ и соответствующая им структура учебных групп факультета "Э" МГТУ им. Н.Э. Баумана
Кафедра "Э-1"
Группа | ОКСО | Специализация | Квалификация 
Э1-11 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-12 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-21 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-22 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-31 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-32 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-41 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-42 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-51 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-52 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-61 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-62 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-71 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-72 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-81 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-82 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-91 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-92 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-101 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-102 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-111 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-112 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Э1-121 | 160302 - Ракетные двигатели | 01 - Жидкостные ракетные двигатели | 65 - Инженер
Э1-122 | 160302 - Ракетные двигатели | 02 - Ракетные двигатели на твердом топливе | 65 - Инженер
Кафедра "Э-2"
Группа | ОКСО | Специализация | Квалификация 
Э2-11 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-12 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-21 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-22 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-31 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-32 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-41 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-42 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-51 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-52 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-61 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-62 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-71 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-72 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-81 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-82 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-91 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-92 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-101 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-102 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-111 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-112 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-121 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Э2-122 | 140501 - Двигатели внутреннего сгорания | 00 -  | 65 - Инженер
Кафедра "Э-3"
Группа | ОКСО | Специализация | Квалификация 
Э3-11 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-12 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-21 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-22 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-31 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-32 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-41 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-42 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-51 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-52 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-61 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-62 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-71 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-72 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-81 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 00 -  | 65 - Инженер
Э3-82 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-91 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 03 - Газотурбинные и паротурбинные установки тепловых и атомных электрических станций   | 65 - Инженер
Э3-92 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 01 - Авиационные газотурбинные двигатели | 65 - Инженер
